text,sentence,snp,phenotype,ASSOCIATION,CONFIDENCE
"BACKGROUND: Diabetic nephropathy (DN) is the most common cause of end-stage renal disease in Taiwan. Recent studies have demonstrated that the gene for apolipoprotein E (APOE) is associated with end-stage renal disease in African Americans. In this study, we aimed to test the hypothesis that common single-nucleotide polymorphisms in the APOE gene might contribute to the development of DN in a Taiwanese population with type 2 diabetes (T2D). METHODS: We enrolled 180 patients with T2D found to have DN and 178 age- and sex-matched patients with T2D but without DN. The single-nucleotide polymorphisms rs7412 and rs429358 and common allele variants in the APOE gene were evaluated to test any association with DN. Multivariate logistic regression testing was used to determine factors associated with the risk of DN. RESULTS: The DN group had lower high-densitylipoprotein cholesterol levels and longer duration of diabetes, higher systolic and diastolic blood pressure, and higher blood urea nitrogen, creatinine, andtriglyceride concentrations than the group with T2D but without DN.  Analyses showed no significant effects of APOE rs7412 and APOE rs429358 on the frequencies of the allele and genotype between subjects with T2D with and without DN. There were also no significant effects of   APOE2 or E4 carriers on the development of DN, but multivariate logistic regression testing revealed that the duration of diabetes and triglyceride and hemoglobin A1c concentrations had independent effects on the development of DN. CONCLUSIONS: The APOE gene might not contribute to the risk of DN in Taiwanese patients with T2D.","There were also no significant effects of   APOE2 or E4 carriers on the development of DN, but multivariate logistic regression testing revealed that the duration of diabetes and triglyceride and hemoglobin A1c concentrations had independent effects on the development of DN.",APOE2,diabetes,negative,-
"BACKGROUND: Diabetic nephropathy (DN) is the most common cause of end-stage renal disease in Taiwan. Recent studies have demonstrated that the gene for apolipoprotein E (APOE) is associated with end-stage renal disease in African Americans. In this study, we aimed to test the hypothesis that common single-nucleotide polymorphisms in the APOE gene might contribute to the development of DN in a Taiwanese population with type 2 diabetes (T2D). METHODS: We enrolled 180 patients with T2D found to have DN and 178 age- and sex-matched patients with T2D but without DN. The single-nucleotide polymorphisms rs7412 and rs429358 and common allele variants in the APOE gene were evaluated to test any association with DN. Multivariate logistic regression testing was used to determine factors associated with the risk of DN. RESULTS: The DN group had lower high-densitylipoprotein cholesterol levels and longer duration of diabetes, higher systolic and diastolic blood pressure, and higher blood urea nitrogen, creatinine, andtriglyceride concentrations than the group with T2D but without DN.  Analyses showed no significant effects of APOE rs7412 and APOE rs429358 on the frequencies of the allele and genotype between subjects with T2D with and without DN. There were also no significant effects of   APOE2 or E4 carriers on the development of DN, but multivariate logistic regression testing revealed that the duration of diabetes and triglyceride and hemoglobin A1c concentrations had independent effects on the development of DN. CONCLUSIONS: The APOE gene might not contribute to the risk of DN in Taiwanese patients with T2D.","There were also no significant effects of   APOE2 or E4 carriers on the development of DN, but multivariate logistic regression testing revealed that the duration of diabetes and triglyceride and hemoglobin A1c concentrations had independent effects on the development of DN.",APOE2,DN,negative,-
"BACKGROUND: Diabetic nephropathy (DN) is the most common cause of end-stage renal disease in Taiwan. Recent studies have demonstrated that the gene for apolipoprotein E (APOE) is associated with end-stage renal disease in African Americans. In this study, we aimed to test the hypothesis that common single-nucleotide polymorphisms in the APOE gene might contribute to the development of DN in a Taiwanese population with type 2 diabetes (T2D). METHODS: We enrolled 180 patients with T2D found to have DN and 178 age- and sex-matched patients with T2D but without DN. The single-nucleotide polymorphisms rs7412 and rs429358 and common allele variants in the APOE gene were evaluated to test any association with DN. Multivariate logistic regression testing was used to determine factors associated with the risk of DN. RESULTS: The DN group had lower high-densitylipoprotein cholesterol levels and longer duration of diabetes, higher systolic and diastolic blood pressure, and higher blood urea nitrogen, creatinine, andtriglyceride concentrations than the group with T2D but without DN.  Analyses showed no significant effects of APOE rs7412 and APOE rs429358 on the frequencies of the allele and genotype between subjects with T2D with and without DN. There were also no significant effects of   APOE2 or E4 carriers on the development of DN, but multivariate logistic regression testing revealed that the duration of diabetes and triglyceride and hemoglobin A1c concentrations had independent effects on the development of DN. CONCLUSIONS: The APOE gene might not contribute to the risk of DN in Taiwanese patients with T2D.","There were also no significant effects of   APOE2 or E4 carriers on the development of DN, but multivariate logistic regression testing revealed that the duration of diabetes and triglyceride and hemoglobin A1c concentrations had independent effects on the development of DN.",APOE2,DN,negative,-
"BACKGROUND: The association between polymorphisms on 15q25.1 and lung cancer has been widely evaluated; however, the studies have yielded contradictory results. We sought to investigate this inconsistency by performing a comprehensive meta-analysis on two polymorphisms (CHRNA3 gene:rs1051730 and AGPHD1 gene: rs8034191) on 15q25.1. METHODS: Data were extracted from 15 and 14 studies on polymorphisms rs1051730 and rs8034191 involving 12301/14000 and 14075/12873 lung cancer cases/controls, respectively. The random-effects model was applied, addressingheterogeneity and publication bias. RESULTS: The two polymorphisms followed Hardy-Weinberg equilibrium for all studies (P>0.05). For rs1051730-G/A, carriers of A allele had a 36% increased risk for lung cancer (95% confidence interval [CI]: 1.27-1.46; P<0.0005), without heterogeneity (P = 0.258) or publication bias (P(Egger) = 0.462). For rs8034191-T/C, the allelic contrast indicated that C allele conferred a 23% increased risk for lung cancer (95% CI: 1.08-1.4; P = 0.002), with significant heterogeneity (P<0.0005), without publication bias (P(Egger) = 0.682). Subgroup analyses suggested that the between-study heterogeneity was derived from ethnicity, study design, matched information, and lung cancer subtypes. For example, the association of polymorphisms rs1051730 and rs8034191 with lung cancer was heterogeneous between Caucasians (OR = 1.32 and 1.22; 95% CI: 1.25-1.44 and 1.05-1.42; P<0.0005 and 0.008, respectively) and East Asians (OR = 1.51 and 1.03; 95% CI: 0.76-3 and 0.47-2.27; P = 0.237 and 0.934, respectively) under theallelic model, and this association was relatively strengthened under the dominant model. There was no observable publication bias for both polymorphisms. CONCLUSIONS: Our findings demonstrated that CHRNA3 gene rs1051730-A allele and AGPHD1 gene rs8034191-T allele might be risk-conferring factors for the development of lung cancer in Caucasians, but not in East-Asians.","CONCLUSIONS: Our findings demonstrated that CHRNA3 gene rs1051730-A allele and AGPHD1 gene rs8034191-T allele might be risk-conferring factors for the development of lung cancer in Caucasians, but not in East-Asians.",rs1051730,lung cancer,positive,strong
"BACKGROUND: The association between polymorphisms on 15q25.1 and lung cancer has been widely evaluated; however, the studies have yielded contradictory results. We sought to investigate this inconsistency by performing a comprehensive meta-analysis on two polymorphisms (CHRNA3 gene:rs1051730 and AGPHD1 gene: rs8034191) on 15q25.1. METHODS: Data were extracted from 15 and 14 studies on polymorphisms rs1051730 and rs8034191 involving 12301/14000 and 14075/12873 lung cancer cases/controls, respectively. The random-effects model was applied, addressingheterogeneity and publication bias. RESULTS: The two polymorphisms followed Hardy-Weinberg equilibrium for all studies (P>0.05). For rs1051730-G/A, carriers of A allele had a 36% increased risk for lung cancer (95% confidence interval [CI]: 1.27-1.46; P<0.0005), without heterogeneity (P = 0.258) or publication bias (P(Egger) = 0.462). For rs8034191-T/C, the allelic contrast indicated that C allele conferred a 23% increased risk for lung cancer (95% CI: 1.08-1.4; P = 0.002), with significant heterogeneity (P<0.0005), without publication bias (P(Egger) = 0.682). Subgroup analyses suggested that the between-study heterogeneity was derived from ethnicity, study design, matched information, and lung cancer subtypes. For example, the association of polymorphisms rs1051730 and rs8034191 with lung cancer was heterogeneous between Caucasians (OR = 1.32 and 1.22; 95% CI: 1.25-1.44 and 1.05-1.42; P<0.0005 and 0.008, respectively) and East Asians (OR = 1.51 and 1.03; 95% CI: 0.76-3 and 0.47-2.27; P = 0.237 and 0.934, respectively) under theallelic model, and this association was relatively strengthened under the dominant model. There was no observable publication bias for both polymorphisms. CONCLUSIONS: Our findings demonstrated that CHRNA3 gene rs1051730-A allele and AGPHD1 gene rs8034191-T allele might be risk-conferring factors for the development of lung cancer in Caucasians, but not in East-Asians.","CONCLUSIONS: Our findings demonstrated that CHRNA3 gene rs1051730-A allele and AGPHD1 gene rs8034191-T allele might be risk-conferring factors for the development of lung cancer in Caucasians, but not in East-Asians.",rs8034191,lung cancer,positive,moderate
"The aim of this study was to investigate the apolipoprotein E (APOE) chromosomal region in frontotemporal lobar degeneration (FTLD), and in particular in primary progressive aphasia (PPA) and the behavioral variant frontotemporal dementia (bvFTD). To this aim, we selected three single-nucleotide polymorphisms (SNPs) rs2075650 and rs157590 (TOMM40), and rs1064725 (APOC1), representative of the linkage disequilibrium (LD) blocks at the 19q13-q13.2 chromosomal region. The SNPs rs429358 and rs7412 forming the APOE polymorphism were also included in the study. The analysis was made in 282 patients with a clinical diagnosis of sporadic FTLD, namely 207 bvFTD and 75 PPA, and 296 cognitively healthy control subjects. LD (r2 = 0.35) between TOMM40 (rs2075650) and APOC1 (rs1064725) was observed in PPA, but not in controls and in bvFTD. Inside this region of 26.9 kb, LD (r2 ≥ 0.50) between TOMM40 (rs2075650) and APOE (rs429358) was observed in bvFTD and in controls, but not in PPA. Inside this region of 16.3 kb, LD (r2 = 0.14) between TOMM40 (rs157590) and APOE (rs429358) was observed in PPA, but not in bvFTD and in controls. Although the genetics of PPA and bvFTD needs further investigation, our results suggested the presence of a different genetic background underlying PPA and bvFTD at the 19q13-q13.2chromosomal region.","Inside this region of 26.9 kb, LD (r2 ≥ 0.50) between TOMM40 (rs2075650) and APOE (rs429358) was observed in bvFTD and in controls, but not in PPA.",rs2075650,bvFTD,positive,weak
"The aim of this study was to investigate the apolipoprotein E (APOE) chromosomal region in frontotemporal lobar degeneration (FTLD), and in particular in primary progressive aphasia (PPA) and the behavioral variant frontotemporal dementia (bvFTD). To this aim, we selected three single-nucleotide polymorphisms (SNPs) rs2075650 and rs157590 (TOMM40), and rs1064725 (APOC1), representative of the linkage disequilibrium (LD) blocks at the 19q13-q13.2 chromosomal region. The SNPs rs429358 and rs7412 forming the APOE polymorphism were also included in the study. The analysis was made in 282 patients with a clinical diagnosis of sporadic FTLD, namely 207 bvFTD and 75 PPA, and 296 cognitively healthy control subjects. LD (r2 = 0.35) between TOMM40 (rs2075650) and APOC1 (rs1064725) was observed in PPA, but not in controls and in bvFTD. Inside this region of 26.9 kb, LD (r2 ≥ 0.50) between TOMM40 (rs2075650) and APOE (rs429358) was observed in bvFTD and in controls, but not in PPA. Inside this region of 16.3 kb, LD (r2 = 0.14) between TOMM40 (rs157590) and APOE (rs429358) was observed in PPA, but not in bvFTD and in controls. Although the genetics of PPA and bvFTD needs further investigation, our results suggested the presence of a different genetic background underlying PPA and bvFTD at the 19q13-q13.2chromosomal region.","Inside this region of 26.9 kb, LD (r2 ≥ 0.50) between TOMM40 (rs2075650) and APOE (rs429358) was observed in bvFTD and in controls, but not in PPA.",rs2075650,PPA,negative,-
"The aim of this study was to investigate the apolipoprotein E (APOE) chromosomal region in frontotemporal lobar degeneration (FTLD), and in particular in primary progressive aphasia (PPA) and the behavioral variant frontotemporal dementia (bvFTD). To this aim, we selected three single-nucleotide polymorphisms (SNPs) rs2075650 and rs157590 (TOMM40), and rs1064725 (APOC1), representative of the linkage disequilibrium (LD) blocks at the 19q13-q13.2 chromosomal region. The SNPs rs429358 and rs7412 forming the APOE polymorphism were also included in the study. The analysis was made in 282 patients with a clinical diagnosis of sporadic FTLD, namely 207 bvFTD and 75 PPA, and 296 cognitively healthy control subjects. LD (r2 = 0.35) between TOMM40 (rs2075650) and APOC1 (rs1064725) was observed in PPA, but not in controls and in bvFTD. Inside this region of 26.9 kb, LD (r2 ≥ 0.50) between TOMM40 (rs2075650) and APOE (rs429358) was observed in bvFTD and in controls, but not in PPA. Inside this region of 16.3 kb, LD (r2 = 0.14) between TOMM40 (rs157590) and APOE (rs429358) was observed in PPA, but not in bvFTD and in controls. Although the genetics of PPA and bvFTD needs further investigation, our results suggested the presence of a different genetic background underlying PPA and bvFTD at the 19q13-q13.2chromosomal region.","Inside this region of 16.3 kb, LD (r2 = 0.14) between TOMM40 (rs157590) and APOE (rs429358) was observed in PPA, but not in bvFTD and in controls.",rs429358,bvFTD,positive,weak
"The aim of this study was to investigate the apolipoprotein E (APOE) chromosomal region in frontotemporal lobar degeneration (FTLD), and in particular in primary progressive aphasia (PPA) and the behavioral variant frontotemporal dementia (bvFTD). To this aim, we selected three single-nucleotide polymorphisms (SNPs) rs2075650 and rs157590 (TOMM40), and rs1064725 (APOC1), representative of the linkage disequilibrium (LD) blocks at the 19q13-q13.2 chromosomal region. The SNPs rs429358 and rs7412 forming the APOE polymorphism were also included in the study. The analysis was made in 282 patients with a clinical diagnosis of sporadic FTLD, namely 207 bvFTD and 75 PPA, and 296 cognitively healthy control subjects. LD (r2 = 0.35) between TOMM40 (rs2075650) and APOC1 (rs1064725) was observed in PPA, but not in controls and in bvFTD. Inside this region of 26.9 kb, LD (r2 ≥ 0.50) between TOMM40 (rs2075650) and APOE (rs429358) was observed in bvFTD and in controls, but not in PPA. Inside this region of 16.3 kb, LD (r2 = 0.14) between TOMM40 (rs157590) and APOE (rs429358) was observed in PPA, but not in bvFTD and in controls. Although the genetics of PPA and bvFTD needs further investigation, our results suggested the presence of a different genetic background underlying PPA and bvFTD at the 19q13-q13.2chromosomal region.","Inside this region of 16.3 kb, LD (r2 = 0.14) between TOMM40 (rs157590) and APOE (rs429358) was observed in PPA, but not in bvFTD and in controls.",rs429358,PPA,negative,-
"BACKGROUND: Human sirtuins are a current hotspot for research in neurodegenerative disorders, including Alzheimer's disease (AD). This study investigated whether genetic variants in two members of the sirtuin family, SIRT2 and SIRT3, affected AD susceptibility. METHODS: A genetic case-control study was performed, comprising 534 probable AD cases and 638 nondemented control subjects from the north of Italy and Canton Ticino, Switzerland(discovery population). The study was focused on SIRT2 rs10410544, SIRT3 rs4980329, and SIRT3 rs536715 single nucleotide polymorphisms (SNPs). These SNPs were genotyped by real-time polymerase chain reaction allelic discrimination assay or restriction fragment length polymorphism. The SNPsrs7412 and rs429358, mapping within the apolipoprotein E (APOE) gene, were genotyped by real-time polymerase chain reaction allelic discriminationassay too. In a replication population comprising 756 AD cases and 847 nondemented control subjects, SIRT2 rs10410544, APOE rs7412, and APOErs429358 were genotyped as mentioned previously. RESULTS: In the discovery population, we observed an association between SIRT2 rs10410544 T allele and AD (adjusted odds ratio [OR] = 1.23, 95% confidence interval [CI]: 1.02-1.50, P = .02, after correction for sex, age, and APOE ɛ4 genotype). The association between AD and SIRT2 rs10410544 T allele was only present in APOE ɛ4 noncarriers (adjusted OR = 1.29, 95% CI: 1.03-1.61, P = .03). The replication study did not confirm this evidence. However, the combined analysis on the two cohorts detected the association (adjusted OR = 1.17, 95% CI: 1.02-1.35, P = .02), and only APOE ɛ4 noncarriers were at risk (adjusted OR = 1.2, 95% CI: 1.02-1.43, P = .03). CONCLUSIONS: The SIRT2 rs10410544 T allele deserves further investigation as a novel minor genetic risk factor for AD in the APOE ɛ4-negative Caucasian population.",CONCLUSIONS: The SIRT2 rs10410544 T allele deserves further investigation as a novel minor genetic risk factor for AD in the APOE ɛ4-negative Caucasian population.,rs10410544,AD,neutral,zero
"Various studies have linked different genetic single nucleotide polymorphisms (SNPs) to different blood lipids (BL), but whether these ""connections"" were identified using cross-sectional or longitudinal (i.e., changes over time) designs has received little attention. Cross-sectional and longitudinal assessments of BL [total, high-, low-density lipoprotein cholesterol (TC, HDL, LDL), triglycerides (TG)] and non-genetic factors (body mass index, smoking, alcohol intake) were measured for 2,002 Geneva, Switzerland, adults during 1999-2008 (two measurements, median 6 years apart), and 20 SNPs in 13 BL metabolism-related genes. Fixed and mixed effects repeated measures linear regression models, respectively, were employed to identify cross-sectional and longitudinal SNP:BL associations among the 1,516 (76%) study participants who reported not being treated for hypercholesterolemia at eithermeasurement time. One-third more (12 vs. 9) longitudinal than cross-sectional associations were found [Bonferroni-adjusted two-tailed p < 0.00125 (=0.05/2)/20) for each of the four ensembles of 20 SNP:individual BL associations tested under the two study designs]. There was moderate consistency between the cross-sectional and longitudinal findings, with eight SNP:BL associations consistently identified across both study designs: [APOE.2 and APOE.4 (rs7412 and rs429358)]:TC; HL/LIPC (rs2070895):HDL; [APOB (rs1367117), APOE.2 and APOE.4 (rs7412 and rs429358)]:LDL; [APOA5(rs2072560<snp>) and APOC III (<snp>rs5128)]:TG. The results suggest that cross-sectional studies, which include most genome-wide association studies (GWAS), can assess the large majority of SNP:BL associations. In the present analysis, which was much less powered than a GWAS, the cross-sectional studywas around 2/3 (67%) as efficient as the longitudinal study.","There was moderate consistency between the cross-sectional and longitudinal findings, with eight SNP:BL associations consistently identified across both study designs: [APOE.2 and APOE.4 (rs7412 and rs429358)]:TC; HL/LIPC (rs2070895):HDL; [APOB (rs1367117), APOE.2 and APOE.4 (rs7412 and rs429358)]:LDL; [APOA5(rs2072560<snp>) and APOC III (<snp>rs5128)]:TG.",rs7412,BL,positive,moderate
"Various studies have linked different genetic single nucleotide polymorphisms (SNPs) to different blood lipids (BL), but whether these ""connections"" were identified using cross-sectional or longitudinal (i.e., changes over time) designs has received little attention. Cross-sectional and longitudinal assessments of BL [total, high-, low-density lipoprotein cholesterol (TC, HDL, LDL), triglycerides (TG)] and non-genetic factors (body mass index, smoking, alcohol intake) were measured for 2,002 Geneva, Switzerland, adults during 1999-2008 (two measurements, median 6 years apart), and 20 SNPs in 13 BL metabolism-related genes. Fixed and mixed effects repeated measures linear regression models, respectively, were employed to identify cross-sectional and longitudinal SNP:BL associations among the 1,516 (76%) study participants who reported not being treated for hypercholesterolemia at eithermeasurement time. One-third more (12 vs. 9) longitudinal than cross-sectional associations were found [Bonferroni-adjusted two-tailed p < 0.00125 (=0.05/2)/20) for each of the four ensembles of 20 SNP:individual BL associations tested under the two study designs]. There was moderate consistency between the cross-sectional and longitudinal findings, with eight SNP:BL associations consistently identified across both study designs: [APOE.2 and APOE.4 (rs7412 and rs429358)]:TC; HL/LIPC (rs2070895):HDL; [APOB (rs1367117), APOE.2 and APOE.4 (rs7412 and rs429358)]:LDL; [APOA5(rs2072560<snp>) and APOC III (<snp>rs5128)]:TG. The results suggest that cross-sectional studies, which include most genome-wide association studies (GWAS), can assess the large majority of SNP:BL associations. In the present analysis, which was much less powered than a GWAS, the cross-sectional studywas around 2/3 (67%) as efficient as the longitudinal study.","There was moderate consistency between the cross-sectional and longitudinal findings, with eight SNP:BL associations consistently identified across both study designs: [APOE.2 and APOE.4 (rs7412 and rs429358)]:TC; HL/LIPC (rs2070895):HDL; [APOB (rs1367117), APOE.2 and APOE.4 (rs7412 and rs429358)]:LDL; [APOA5(rs2072560<snp>) and APOC III (<snp>rs5128)]:TG.",rs429358,BL,positive,moderate
